Split_id	Input_Company_name		CIN	MCA_Company_Name	Company_Address	MCA_Status	status
"sp5,cat_b"	DR AMBDEDKAR CLG OF LAW NAGPUR		U13100MH1972GOI016078	MINERAL EXPLORATION CORPORATION LIMITED	DR BABASAHEB AMBEDKAR BHAVANSEMINARY HILLS NAGPUR Nagpur MH 440006 IN	Active	
"sp5,cat_b"	DAV GROUP OF SCHOOLS CHENNAI		U70101TN1992PTC022841	AGNI ESTATES AND FOUNDATIONS PRIVATE LIMITED	"76 NORTH MADA STMYLAPORE, MADRAS-600004 MADRAS-600004 TN 600004 IN"	Active	
"sp5,cat_b"	DR AMBEDKAR COL NAGPUR		U74999MH2017NPL297149	DR. BABASAHEB AMBEDKAR SAMATA PRATISHTHAN	"At Dr. Babasaheb Ambedkar Samajik Nyay, Bhavan, 2nd Flr, Wing A Shradhanand Peth Nagpur Nagpur MH 440022 IN"	Active	
"sp5,cat_b"	DAV GROUP OF SCHS AHMEDABAD		U27100GJ1997PTC032714	AHMEDABAD STRIPS PRIVATE LIMITED	"706, 707, 708 and 709 COLONADE, B/H ISCON TEMPLE OPP. ISCON BRTS BUS STAND, ISCON-AMBLI RAOD AHMEDABAD Ahmedabad GJ 380054 IN"	Active	
"sp5,cat_b"	DR AMBEDKAR COLLEGE NEW DELHI		U74900DL2015PTC285269	OFFERXONE RETAIL PRIVATE LIMITED	"Lower Ground floor , B-21 Jangpura Extension, New Delhi New Delhi South Delhi DL 110014 IN"	Active	
"sp5,cat_b"	DR B R AMBEDKAR MEDIC CLG BANG		U33110DL2014PTC268297	ALLUMER MEDICAL PRIVATE LIMITED	"97, ENGINEERS ENCLAVE PITAMPURA DELHI North West DL 110034 IN"	Active	
"sp5,cat_b"	DR K S P R COL OF EDUGUNTUR		U85110AP2011PTC073424	GUNTUR HEALTH CARE PRIVATE LIMITED	"D.NO.12-25-192, NEAR BHAGAT SINGH STATUE, KOTHAPET GUNTUR AP 522001 IN"	Active	
"sp5,cat_b"	DAV SENIOR SCNDRY PUBLIC SCHL PANCHKULA		U80212BR2007PTC013022	DELHI PUBLIC SCHOOL PRIVATE LIMITED	H. No. 84 MADHUBANI MADHUBANI BR 847211 IN	Strike Off	
"sp5,cat_b"	DR KALMADI HIGH SCHOOL PUNE		U92412PN2012PTC143925	BLUERIDGE GOLFCLUB PRIVATE LIMITED	"PSC HOUSE, CTS NO. 111+111/2 ANAND COLONY, DR. KETKAR MARG, OFF PRABHAT ROAD PUNE Pune MH 411004 IN"	Active	
"sp5,cat_b"	DR PADIYAR MEMORI HOM CLG ERNA		U80100TG1997NPL036631	INDIAN SCHOOL OF BUSINESS	Gachibowli Hyderabad TG 500032 IN	Active	
"sp5,cat_b"	DAY TIME SEC SCHOOL NEW DELHI		U72300DL2005PTC134765	ONLINE RES (INDIA) PRIVATE LIMITED	C-2/2530 VASANT KUNJ NEW DELHI DL 110070 IN	Active	
"sp5,cat_b"	DR RADHA KRISHNAN INTER SC ND		U61100TN2006PTC061642	CHENNAI INTERNATIONAL TERMINALS PRIVATE LIMITED	"Level 6, 10/11 Dr. Radhakrishnan Salai Chennai Chennai TN 600004 IN"	Active	
"sp5,cat_b"	DR RAJENDRAPRASAD MEMO GRLS LU		U85110UP1972PTC003542	BIO-MED PRIVATE LIMITED	C-96 SITE NO-1BULANDSHAR ROAD IND AREA GHAZIABAD UTTAR PRADESH UP 201009 IN	Active	
"sp5,cat_b"	DR SWAMI RAMPALSINGH MIS SC ND		U52520TG1990PTC011360	SWAMY SONS AGENCIES PRIVATE LIMITED	"K/1/1, INDUSTRIAL DEVELOPMENT AREA UPPAL HYDERABAD TG 500039 IN"	Active	
"sp5,cat_b"	DR VIRENDRA SWAROOP PUB SC KAN		U74999DL1951PLC161818	THE INDIA THERMIT CORPORATION LIMITED	"Worldmark 3, 5th Floor, office-503 , Asset-7 Aerocity New Delhi-110037 New Delhi New Delhi DL 110037 IN"	Active	
"sp5,cat_b"	DR VIRENDRASWAROOP CENTR S KAN		U85120DL2011PTC216123	STAR DENTAL CENTRE PRIVATE LIMITED	"Second Floor, New Block,R K Khanna Tennis Stadium, DLTA Complex, 1 Africa Avenue New Delhi New Delhi DL 110029 IN"	Active	
"sp5,cat_b"	DR VIRENDRASWAROP CL FOR MG KA		L85195TG1984PLC004507	DR.REDDY'S LABORATORIES LTD	"8-2-337, Road No. 3, Banjara Hills, Hyderabad TG 500034 IN"	Active	
"sp5,cat_b"	DR VIRENDRASWAROP INSTMGMT KAN		L74899DL1995PLC065388	DR. LAL PATHLABS LIMITED	"Block E, Sector-18 Rohini NEW DELHI North West DL 110085 IN"	Active	
"sp5,cat_b"	DAYANAND PUBLIC SCH PATIALA		L74899DL1989PLC034923	DCM SHRIRAM LIMITED	"1st Floor, Kanchenjunga Building, 18, Barakhamba Road, New Delhi Central Delhi DL 110001 IN"	Active	
"sp5,cat_b"	DR VIRENDRASWAROP MEMOPUB S KA		L32202KA1949PLC032923	ABB INDIA LIMITED	"21ST FLOOR, WORLD TRADE CENTER,BRIGADE GATEWAY, NO.26/1, DR. RAJKUMAR ROAD, MALLESHWARAM WEST. BENGALURU Bangalore KA 560055 IN"	Active	
"sp5,cat_b"	DR VIRENDRASWAROP PLATJUB S KA		L72200TG1990PLC011146	NCC LIMITED	NCC HOUSE MADHAPUR HYDERABAD TG 500081 IN	Active	
"sp5,cat_b"	DRANTONIODASILVA HSC JR CL MUM		U80903DL2012PTC238175	MOTHERS PRIDE EDUCATION INSTITUTION PRIVATE LIMITED	"11/77, WEST PUNJABI BAGH, NEW DELHI West Delhi DL 110026 IN"	Active	
"sp5,cat_b"	DAYANAND SAGAR ACA OF TEC N MG		U72900DL2016PTC303569	BT TECHLABS PRIVATE LIMITED	"N-507, C-1/5, NITIKA TOWER - I, NANIWALA BAGH COMMERCIAL COMPLEX, AZADPUR DELHI North Delhi DL 110033 IN"	Active	
"sp5,cat_b"	DRIVE INDIA ENTERPRISE SOLUS		U72900TN2000PLC104165	DRIVE INDIA ENTERPRISE SOLUTIONS LIMITED	"58, Eldams Road Teynampet, Chennai Chennai TN 600018 IN"	Active	
"sp5,cat_b"	DRP CONVENT PUBL SCH NEW DELHI		U80212TG2014PTC093307	DELHI INTERNATIONAL SCHOOLS PRIVATE LIMITED	"H.No.8-2-601/1/B/3, FLAT NO.G-1,ROAD NO-10 ASHOKA SILENT VALLEY,BANJARA HILLS HYDERABAD Hyderabad TG 500034 IN"	Active	
"sp5,cat_b"	DRVIRENDRASWAROP INST COMP KAN		U80301MH2009PLC193957	JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED	"11th FLOOR, VIKAS CENTRE, DR. C. G. ROAD,CHEMBUR - EAST MUMBAI Mumbai City MH 400074 IN"	Active	
"sp5,cat_b"	DS ASSAM HOSPITALITY LTD		U55102DL2007PLC166683	DS (ASSAM) HOSPITALITY LIMITED	"4828/24 PRAHALAD LANE,ANSARI ROAD DARYAGANJ DL 110002 IN"	Active	
"sp5,cat_b"	DS HOTELS AND RESORTS LTD		U55101HR2005PLC057151	DS HOTELS AND RESORTS (INDIA) LIMITED	"SCO No. 310, Third Floor Sector- 29 Gurgaon Gurgaon HR 122001 IN"	Amalgamated	
"sp5,cat_b"	DE LAGE LANDEN FINANCI SRV IND		U65900MH2011FTC221903	DE LAGE LANDEN FINANCIAL SERVICES INDIA PRIVATE LIMITED	"20/F, Tower A, Peninsula Business Park Senapati Bapat Marg, Lower Parel Mumbai Mumbai City MH 400013 IN"	Active	
"sp5,cat_b"	DEASI CHANDULALMANI ARTCOM VIR		U32200MH1988PTC046104	VIR ELECTRO ENGINEERING PRIVATE LIMITED	X-1-11 MIDCAMBAD NASIK MH 422010 IN	Active	
"sp5,cat_b"	DSM SINOCHEM PHARMACE IND PRIV		U24231PB1993PTC023090	DSM SINOCHEM PHARMACEUTICALS INDIA PRIVATE LIMITED	Bhai Mohan Singh Nagar Toansa PB 144533 IN	Active	
"sp5,cat_b"	DECCAN DIGITAL NETWORKS		U64202MH2006PTC288655	DECCAN DIGITAL NETWORKS PRIVATE LIMITED	"Opus Centre, 47, Central Road, Opposite Tunga Paradise, MIDC, Andheri East Mumbai City MH 400093 IN"	Active	
"sp5,cat_b"	DUN BRADSTREET INFORMA SRV IND		U74140MH1997PTC107813	DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED	"ICC CHAMBERS, SAKI -VIHAR ROAD POWAI, MUMBAI MH 400072 IN"	Active	
"sp5,cat_b"	DEEP MEMORIAL PUB SC GHAZIABAD		U74900DL1995PTC073853	GHAZIABAD MECHFAB PRIVATE LIMITED	"500/11, D-3 ARJUN NAGAR DELHI DL 110051 IN"	Active	
"sp5,cat_b"	DEFENSE CONSE INTER SRV ASSIST		U74999DL2014FTC271354	BOEING INDIA DEFENSE PRIVATE LIMITED	"3rd Floor, DLF Center Sansad Marg New Delhi Central Delhi DL 110001 IN"	Active	
"sp5,cat_b"	DURUELA CONVENT HIGH SCHMUMBAI		U24239MH1948PLC006626	SHREE DHOOTAPAPESHWAR LIMITED	135 NANU BHAI DESAI ROAD NEAR WILSON HIGH SCHOOL MUMBAI MH 400004 IN	Active	
"sp5,cat_b"	DEININGER MGMT CONSULTANTS		U74140HR2008PTC054757	DEININGER MANAGEMENT CONSULTANTS PRIVATE LIMITED	"Unit No.-111, BPTP PARK CENTRA SEC-30, OPPOSITE 32nd MILESTONE, NH-8 GURGAON Gurgaon HR 122001 IN"	Active	
"sp5,cat_b"	DUSTERS TOTAL SOLUTIONS SERVS		U74999KA2007PTC042734	DUSTERS TOTAL SOLUTIONS SERVICES PRIVATE LIMITED	"# 50, Zatakia House, 4th Floor, 100 ft Road, Indiranagar, BANGALORE KA 560038 IN"	Active	
"sp5,cat_b"	DWARKADAS JSANGHVI ENG CL MUM		L45100MH1994PLC082540	GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED	"201 & 202, Fitwell House, 2nd Floor, Opp Home Town L B S Road, Vikhroli (West) Mumbai Mumbai City MH 400083 IN"	Active	
"sp5,cat_b"	DELHI COL OF ENGRNGNEW DELHI		U70109DL2007PTC171535	ARYAN REALTECH ENGINEERING PRIVATE LIMTED	GG-II/28B VIKASPURI NEW DELHI West Delhi DL 110018 IN	Strike Off	
"sp5,cat_b"	DYANPRABODHINI PRASHALA SC PUN		U72500PN2014PTC151394	I KNOWLEDGE SERVICES PRIVATE LIMITED	"CTS NO. 47/1B/1/2 MANOHAR BUNGLOW NR PARVATI HALL, ARANYESHWAR ROAD TAWARE COLONY PUNE Pune MH 411009 IN"	Active	
"sp5,cat_b"	DELHI INST OF PARAMEDI TECH ND		U72900DL2014PTC265087	TECH FIELD PRIVATE LIMITED	Suit no : B-357A FIRST FLOOR MAIN ROAD NEW ASHOK NAGAR DELHI East Delhi DL 110096 IN	Active	
"sp5,cat_b"	DELHI POLIC PUBL SCH NEW DELHI		U80212BR2007PTC013022	DELHI PUBLIC SCHOOL PRIVATE LIMITED	H. No. 84 MADHUBANI MADHUBANI BR 847211 IN	Strike Off	
"sp5,cat_b"	E ON SE		F04339	E.ON SE	"Suite # 713 (c), Vibgyor Towers, Level 7 and 8 G Block C62, Bandra Kurla Complex, Bandra East Mumbai Mumbai City MH 400051 IN"	Not Available for e-filing	
"sp5,cat_b"	DELHI PUB SC INDIRAPURAM GHAZI		U74899DL2002PTC114606	INDIRAPURAM HABITAT CENTRE PRIVATE LIMITED	"UNIT NO 154, F.F, AGGARWAL SHOPPING CENTER PLOT NO.2, LSC BLOCK-CD, PITAMPURA DELHI North West DL 110034 IN"	Active	
"sp5,cat_b"	E SQUARE LEISURE PVT LTD		U55200PN1985PTC141008	E-SQUARE LEISURE PRIVATE LIMITED	"132, University Road, Ganeshkhind Pune Pune MH 411016 IN"	Active	
"sp5,cat_b"	DELHI PUBL SCH BANGALORE		U80212BR2007PTC013022	DELHI PUBLIC SCHOOL PRIVATE LIMITED	H. No. 84 MADHUBANI MADHUBANI BR 847211 IN	Strike Off	
"sp5,cat_b"	DELHI TOURISM TRANSPOR DEV COR		U74899DL1975PLC008007	DELHI TOURISM AND TRANSPORTATION DEVELOPMENT CORPORATION LIMITED	18 A DDA SCO COMPLEXDEFENCE COLONY NEW DELHI DL 110024 IN	Active	
"sp5,cat_b"	DELHI UNIV SOC ENTER COED S ND		U74899DL1995PLC069616	BAR CODE INDIA LIMITED	"5th Floor, Punj Essen House, 17-18, Nehru Place, New Delhi South Delhi DL 110019 IN"	Active	
"sp5,cat_b"	DELL BUSINESS PROCESS SLTN IND		U72900KA2011PTC060769	NTT DATA INFORMATION PROCESSING SERVICESPRIVATE LIMITED	"PLOT NO. 123, EPIP PHASE- II WHITEFIELD INDUSTRIAL AREA BANGALORE Bangalore KA 560066 IN"	Active	
"sp5,cat_b"	DELL INTERNATIONAL SERVS INDIA		U74999KA1996FTC055568	DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED	"Divyasree Greens, Sy Nos.12/1, 12/2A & 13/1A Challaghatta Village, Varthur Hobli Bangalore Bangalore KA 560071 IN"	Active	
"sp5,cat_b"	DELOITTE CONSULTING IND PVT LT		U72900TG2000PTC039976	DELOITTE CONSULTING INDIA PRIVATE LIMITED	"RMZ FUTURA BLOCK B, 4TH FLOORPLOT NO.14 & 15 ROAD NO.2, HI -TEC CITY LAYOUT,MADHAPUR HYDE RABAD-081 Hyderabad TG 000000 IN"	Active	
"sp5,cat_b"	DELOITTE FINANCIAL ADVSRY S P		U74120TG2004PTC043418	DELOITTE FINANCIAL ADVISORY SERVICES INDIA PRIVATE LIMITED	RMZ FUTURA BLOCK C 3RD FLOOR PLOT NO 14 & 15 ROAD NO 2 HI-TECH CITY LAY OUT MADHAPUR HYDERABAD TG 500081 IN	Active	
"sp5,cat_b"	DELOITTE HASKINS AND SELLS		AAB-8737	DELOITTE HASKINS & SELLS LLP	"Indiabulls Finance Centre, Tower 3, 27-32 Floors Senapati Bapat Marg, Elphinstone Road (W est) Mumbai Mumbai City MH 400013 IN"	Active	
"sp5,cat_b"	DELOITTE HASKINS AND SELLS LLP		AAB-8737	DELOITTE HASKINS & SELLS LLP	"Indiabulls Finance Centre, Tower 3, 27-32 Floors Senapati Bapat Marg, Elphinstone Road (W est) Mumbai Mumbai City MH 400013 IN"	Active	
"sp5,cat_b"	DELOITTE SHARED SERVICES INDIA		AAG-5502	DELOITTE SHARED SERVICES INDIA LLP	"Indiabulls Finance Centre,Tower 3, 27th-32nd Floor Senapati Bapat Marg, Elphinstone Road (W est) Mumbai Mumbai City MH 400013 IN"	Active	
"sp5,cat_b"	DELOITTE TAX SRVCS IND PVT LTD		U74140TG2004PTC043433	DELOITTE TAX SERVICES INDIA PRIVATE LIMITED	"RMZ FUTURA,BLOCKA,2ND FLOOR PLOT #14& 15 ROAD#2 HI-TEC CITY LAYOUT,MADHAPUR HYD-81 ANDHRA PRADESH Hyderabad TG 500081 IN"	Active	
"sp5,cat_b"	DELOITTE TOUCHE ASSRNC E S P		U74120TG2004PTC043472	DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED	"2nd Floor, Plot # 13, Road # 2, Hi-tec City Layout, Madhapur, Hyderabad Hyderabad TG 500081 IN"	Active	
"sp5,cat_b"	DELOITTE TOUCHE TOHMATSU INDIA		AAE-8458	DELOITTE TOUCHE TOHMATSU INDIA LLP	"Indiabulls Finance Centre,Tower 3, 27th-32nd Floor Senapati Bapat Marg, Elphinstone Road (W est) Mumbai Mumbai City MH 400013 IN"	Active	
"sp5,cat_b"	ECI ENGRNG AND CONSTRUCTION		U45200TG1994PLC016827	ECI ENGINEERING AND CONSTRUCTION COMPANY LTD	"PLOT NO. A-12 & A-13, PANCHAVATI TOWNSHIP,MANIKONDA HYDERABAD TG 500089 IN"	Active	
"sp5,cat_b"	ED F MAN SUGER LTD		F01376	ED & F MAN (SUGER) LTD.	"FLAT 4,SAGAR APARTMENTS,6, TILAK MARG,NEW DELHI. DL 000000 IN"	Active	
"sp5,cat_b"	DENDI AGRO FARMS PVT LTD		U01119TG2005PTC048627	DENDI AGRO FARMS PRIVATE LIMITED	"D. NO:2-40/30/1, BEHIND HARSHA TOYOTA SHOWROOM KONDAPUR HYDERABAD Rangareddi TG 500084 IN"	Amalgamated	
"sp5,cat_b"	DENTAL COLLEGE MUMBAI		U85120MH2009PTC196806	ASIAN DENTAL INSTITUTE PRIVATE LIMITED	"302, DOCTOR HOUSE, 14, PEDDAR ROAD, MUMBAI MH 400026 IN"	Active	
"sp5,cat_b"	DENTAL COLLEGE NAGPUR		U80301MH2009PTC191095	DENTAL ACADEMY LIVE PRIVATE LIMITED	"1/4, MIG COLONY KUKDEY LAYOUT NAGPUR Nagpur MH 440027 IN"	Strike Off	
"sp5,cat_b"	DENTAL COLLEGE VADODARA		U33112GJ1991PTC014957	MASUK DENTAL PRODUCTS PVT.LTD.	"16, UDHYOGNAGAR SOCIETY NR.AYURVEDIC COLLEGE PANI GATE, BARODA. Vadodara GJ 000000 IN"	Strike Off	
"sp5,cat_b"	EDELWEISS INTEGRATE COMDTY MGM		U45201AP2006PLC078157	EDELWEISS COMMODITIES SERVICES LIMITED	"2nd Floor, MB Towers, Plot no. 5, Road no. 2, Banjara Hills Hyderabad TG 500034 IN"	Active	
"sp5,cat_b"	DEOGIRI HIGH SCH AURANGABAD		U45200MH2007PTC166930	DEOGIRI INFRASTRUCTURE PRIVATE LIMITED	"Office No. 406 To 408, 2nd Floor, Labh Chambers, Vedant Nagar, Station Road, Aurangabad Aurangabad MH 431005 IN"	Active	
"sp5,cat_b"	DEPT OF SCH OF EDUCATIONMOHALI		L28920MH1957PLC010839	SIEMENS LIMITED	"Birla Aurora, Level 21, Plot No. 1080 Dr. Annie Besant Road, Worli Mumbai Mumbai City MH 400030 IN"	Active	
"sp5,cat_b"	EDGE CONSULTANCY SERVICES LLP		AAA-1693	EDGE CONSULTANCY SERVICES LLP	"251/5 GROUND FLOOR, TANIBAI NIWAS WADALA STATION ROAD, WADALA (WEST) MUMBAI Mumbai City MH 400031 IN"	Active	
"sp5,cat_b"	DESHBANDHU CLG FOR GIRLS KOLKA		U36920WB1933PLC007695	C C SAHA LTD	45 MOTI SIL STREET KOLKATA WB 700013 IN	Active	
"sp5,cat_b"	EICHER POLARIS PVT LTD		U34300DL2012PTC243453	EICHER POLARIS PRIVATE LIMITED	"3rd Floor-Select Citywalk A-3 District Centre, Saket New Delhi DL 110017 IN"	Active	
"sp5,cat_b"	DESHPRAN BIRENDRANATH INST KOL		U19129WB1983PTC036839	HUSTON (INDIA) PVT LTD	96/1 DESHPRAN SASMAL ROAD HOWRAH WB 711101 IN	Active	
"sp5,cat_b"	EICHER SCHOOL FARIDABAD		L34102DL1982PLC129877	EICHER MOTORS LIMITED	"3rd Floor-Select Citywalk A-3 District Centre, Saket New Delhi DL 110017 IN"	Active	
"sp5,cat_b"	EICHER SCHOOL SOLAN		L34102DL1982PLC129877	EICHER MOTORS LIMITED	"3rd Floor-Select Citywalk A-3 District Centre, Saket New Delhi DL 110017 IN"	Active	
"sp5,cat_b"	DEV SAMAJ MODE S SUKHDEVVIH ND		L30000GJ1997PLC033479	DEV INFORMATION TECHNOLOGY LIMITED	"14, AARYANS CORPORATE PARK NR. SHILAJ RAILWAY CROSSING, THALTEJ AHMEDABAD Ahmedabad GJ 380059 IN"	Active	
"sp5,cat_b"	DEV SAMAJ MODERN S SUKHDEV DE		L17120MH1933PLC002031	MODERN INDIA LIMITED	"1,MITTAL CHAMBERS,228 NARIMAN POINT MUMBAI Mumbai City MH 400021 IN"	Active	
"sp5,cat_b"	DEVYANI ENTERPRISES PVT LTD		U74899DL1978PTC009190	DEVYANI ENTERPRISES PRIVATE LIMITED	F 2/7 OKHLA INDUSTRIAL AREAPHASE - I NEW DELHI DL 110020 IN	Amalgamated	
"sp5,cat_b"	DEVYANI HOTELS AND RESORTS		U74899DL1981PTC011706	DEVYANI HOTELS AND RESORTS PRIVATE LIMITED	F 2/7 OKHLA INDUSTRIAL AREAPHASE I NEW DELHI DL 110020 IN	Amalgamated	
"sp6,cat_b"	FRENCH BAKERY PVT LTD		U51220DL2008PTC184247	FRENCH BAKERY PRIVATE LIMITED	"Level 15, Eros Corporate Tower Nehru Place New Delhi South Delhi DL 110019 IN"	Active	
"sp6,cat_b"	ELPHINSTONE TECH HG SC JR MUM		U74999MH2017PTC299566	NOVADHRUVA CAPITAL PRIVATE LIMITED	"902, ONE INDIABULLS CENTER, 9TH FLOOR, TOWER 2A, 841, SENAPATI BAPAT MARG, ELPHINSTONE ROAD, MUMBAI Mumbai City MH 400013 IN"	Active	
"sp6,cat_b"	FROZEN IRON AND STEEL PVT LTD		U27100MH2009PTC198118	FROZEN IRON AND STEEL PRIVATE LIMITED	"1003, SIDDHI GRANDEUR PLOT-84, SECTOR-19, KHARGARH NAVI MUMBAI Mumbai City MH 410210 IN"	Active	
"sp6,cat_b"	FUTURE GAMING AND HOTEL SERVS		U51901TZ1991PTC003583	FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED	"54, METTUPALAYAM ROAD G N MILLS POST COIMBATORE TN 641029 IN"	Active	
"sp6,cat_b"	EMERALD CONVENT SCH FARIDABAD		U99999WB1940PTC128211	EMERALD COMPANY PRIVATE LIMITED	"31, Chowringhee Road Kolkata WB 700016 IN"	Active	
"sp6,cat_b"	G B SHAH COMMERCE COLAHMEDABAD		L24220MH1965PLC013187	ORGANIC COATINGS LIMITED	"Unit No.405, Atlanta Estate Premises CoOpSoc.Ltd. Vith Bhatti Nr Virwani Industrial EstateGoregaon E Mumbai Mumbai City MH 400063 IN"	Active	
"sp6,cat_b"	EMITEC EMISSION CONTR TECH IND		U29299PN2005PTC021027	EMITEC EMISSION CONTROL TECHNOLOGIES INDIA PRIVATE LIMITED	"PLOT NO. 4, S.NO. 275/276/282/283 VILLAGE MAAN, TALUKA MULSHI PUNE MH 411057 IN"	Active	
"sp6,cat_b"	G D GOENKA UNIVERSITY GURGAON		U74899DL1976PTC008160	G D GOENKA PRIVATE LIMITED	N-85CONNAUGHT PLACE NEW DELHI DL 110001 IN	Active	
"sp6,cat_b"	EMKAY GLOBAL FINANCIAL SERVS		L67120MH1995PLC084899	EMKAY GLOBAL FINANCIAL SERVICES LIMITED	"7TH FLOOR, THE RUBY SENAPATI BAPAT MARG,DADAR(WEST) MUMBAI MH 400028 IN"	Active	
"sp6,cat_b"	EMTECH COMPUTER MGNT INST NDH		U80903TG2002PTC038461	TIME EDUCATION PRIVATE LIMITED	"95-B, IIND FLOOR, SIDDAMSETTYCOMPLEX, PARKLANE, SECUNDERABAD ANDHRA PRADESH TG 500003 IN"	Active	
"sp6,cat_b"	ENERGY GRIDAUTO TRANSSWITCH IN		U40300MH2015PTC268114	WAACOX ENERGY PRIVATE LIMITED	"501, Western Edge-I, Western Express Highway Borivali (East) MUMBAI Mumbai City MH 400066 IN"	Active	
"sp6,cat_b"	GAGAN BHARTI PUBL SCHNEW DELHI		U74140HR2014PTC053569	GAGAN COAL PRIVATE LIMITED	"24 , 1ST FLOOR AMBA COMMERCIAL COMPLEX , STAFF ROAD AMBALA CANTT Ambala HR 133001 IN"	Active	
"sp6,cat_b"	EQUATOR TRADING ENTERPRISES		U52390MH2008PTC177456	EQUATOR TRADING ENTERPRISES PRIVATE LIMITED	"Unit No. 501, 5th Floor, Tower- 1,One Indiabulls Centre, Jupiter Textile Mills, Elphinstone Road, Mumbai Mumbai City MH 400013 IN"	Active	
"sp6,cat_b"	EQUIFAX CREDIT INFORMATION SRV		U72300MH2007PTC217729	EQUIFAX CREDIT INFORMATION SERVICES PRIVATE LIMITED	"Unit No931,3rd Flr,Building No9,SolitaireCorporate Park,Andheri Ghatkopar Link Road,Andheri(E) Mumbai MH 400093 IN"	Active	
"sp6,cat_b"	GANDHI INST OF TEC MGMT BHUBAN		U74140DL2002PTC116770	ACREATY MANAGEMENT CONSULTANT PRIVATE LIMITED	208G K HOUSE 187-A SANT NAGAR EAST OK KAILASH NEW DELHI DL 110065 IN	Active	
"sp6,cat_b"	GANDHI INST OF TEC MGMT KOLK		U70102WB2012PTC187268	KCT MANAGEMENT SERVICES PRIVATE LIMITED	THAPAR HOUSE 25 BRABOURNE ROAD KOLKATA WB 700001 IN	Active	
"sp6,cat_b"	GANDHI MEMORIA ENG PRIM SC MUM		U67190MH1994PTC080802	GANDHI SECURITIES AND INVESTMENT PRIVATE LIMITED	9 HAJI KASAM BLDG2 ND FLR 66 TAMARIND LANE MUMBAI Mumbai City MH 400001 IN	Active	
"sp6,cat_b"	GANDHI MEMORIAL PUBL SCH NDH		U99999UR1928NPL002455	INDIAN PUBLIC SCHOOLS SOCIETY	THE DOON SCHOOL P.. BOX NO. 36 CHANDBAGH DEHRADUN UR 000000 IN	Active	
"sp6,cat_b"	ERNST AND YOUNG GLOBAL SHRD SV		AAB-4343	ERNST & YOUNG LLP	"22, CAMAC STREET BLOCK 'C', 3RD FLOOR KOLKATA Kolkata WB 700016 IN"	Active	
"sp6,cat_b"	GANGA INTERNATIONAL SCHJHAJJAR		U18109GJ1994PTC021959	GANGA FASHIONS PRIVATE LIMITED	"PLOT NO.287, GIDC, PANDESARA SURAT GJ 395002 IN"	Active	
"sp6,cat_b"	ESCORTS HEART INST RES CENT ND		U93000DL2009PLC222166	FORTIS HOSPITALS LIMITED	Escorts Heart Institute And Research Centre Okhla Road New Delhi DL 110025 IN	Active	
"sp6,cat_b"	GANGA INTERNATIONAL SCHPATIALA		U18101PB1995PLC017348	GANGA INTERNATIONAL LIMITED	STREET NO 3NIRMAL NAGARDUGRI LUDHIANA PUNJAB PB 141001 IN	Active	
"sp6,cat_b"	ESCORTS HEART INST RESEAR CENT		U85110DL2000PLC148223	ESCORTS HEART CENTRE LIMITED	ESCORTS HEART INSTITUTE AND RESEARCH CENTRE OKHLA ROAD NEW DELHI DL 110025 IN	Active	
"sp6,cat_b"	GANGA INTL SCHNEW DELHI		U74899TN1991PTC082714	GANGES INTERNATIONALE PRIVATE LIMITED	"163/1, K SONS COMPLEX 3RD FLOOR, BROADWAY CHENNAI TN 600108 IN"	Active	
"sp6,cat_b"	GANGAMAI INDUSTRIES AND CONSTR		U15420MH1999PLC119930	GANGAMAI INDUSTRIES AND CONSTRUCTIONS LIMITED	"SECOND FLOOR, TAPADIA TERRACES, ADALAT ROAD AURANGABAD MH 431001 IN"	Active	
"sp6,cat_b"	ESPIRIT HOTELS PVT LTD		U55101TG2009PTC063757	ESPIRIT HOTELS PRIVATE LIMITED	"810-818, Swapnalok Complex, 92/93, S D Road, Secunderabad TG 500003 IN"	Active	
"sp6,cat_b"	ESPLANADE HIGH SCHOOL MUMBAI		U45201MH2006PTC164380	PARMAR CONSTRUCTIONS PVT. LTD	"parmar eastate, (sriram IndustrialEastate opp swam ivivekanand interational school, kandivali (West) MUMBAI MH 400067 IN"	Active	
"sp6,cat_b"	ESSEL GWALIOR SHIVPURI TOLL RD		U45203DL2011PTC226263	ESSEL GWALIOR SHIVPURI TOLL ROADS PRIVATE LIMITED	"Essel House, B-10 Lawrence Road, Industrial Area New Delhi DL 110035 IN"	Active	
"sp6,cat_b"	GARDEN HIGH SCHOOL RANCHI		U74110JH2009PTC013463	SUVICK COMMUNICATION AND RESEARCH PRIVATE LIMITED	"C/O PREM SHANKAR SINGH, OPP COLONEL SCHOOL JORAR, NAMKUM RANCHI JH 834010 IN"	Active	
