Split_id	Input_Company_name		CIN	MCA_Company_Name	Company_Address	MCA_Status	status
"sp14,cat_b"	OPUS HOTELS RESORTS PVT LTD		U55100KA2008PTC048072	OPUS HOTELS & RESORTS PRIVATE LIMITED	"No.15, Magrath Road, Off M G Road, Bangalore KA 560025 IN"	Active	
"sp15,cat_b"	RAMNIRAJAN JHUNJHUNWAL CLG MUM		U17120MH1993PTC074456	RARE EQUITY PRIVATE LIMITED	"105, SIR VITHALDAS CHAMBERS 16 MUMBAI SAMACHAR MARG, FORT MUMBAI MH 400023 IN"	Active	
"sp15,cat_b"	RAMRAO ADIK EDU SOC DENTAL COL		U74999MH2018FTC304601	ORALLA DENTAL PRIVATE LIMITED	"B-305, CELLO HEIGHTS, OPP LAGHU UDYOG GOREGAON EAST MUMBAI Mumbai City MH 400063 IN"	Active	
"sp15,cat_b"	RAMRICK INST CALCUTTA KOLKATA		L27310WB1986PLC041477	CALCUTTA SPRINGS LTD	18 R N MUKHERJEE RD4TH FLOOR KOLKATA WB 700001 IN	Active	
"sp15,cat_b"	RAMRICK INSTITUTION KOLKATA		U75142WB1967SGC026988	WEST BENGAL INDUSTRIAL DEVELOPMENT CORPN LTD	PROTITI 23 ABANINDRANATH THAKUR SARANI KOLKATA WB 700017 IN	Active	
"sp15,cat_b"	RANILAXMIBAI MEMORIAL S SCH LU		U85110KL2009PLC037460	BABY MEMORIAL HOSPITAL LIMITED	"Building No 5/3429, Indira Gandhi Road, Arayidathupalam, Kozhikode Kozhikode KL 673004 IN"	Active	
"sp15,cat_b"	RATAN DEVIARYA GIRL SS SCH DEL		U70109HR2010PTC048739	SS GROUP PRIVATE LIMITED	"SS HOUSE PLOT NO-77, SECTOR-44 GURGAON Gurgaon HR 122003 IN"	Active	
"sp15,cat_b"	RATEDI WIND POWER PVT LTD		U40102MH2007PTC176369	RATEDI WIND POWER PRIVATE LIMITED	"THE IL&FS FINANCIAL CENTRE, PLOT NO. C-22, G BLOCK, BANDRA-KURLA COMPLEX, BANDRA-EAST MUMBAI MH 400051 IN"	Active	
"sp15,cat_b"	RATNAM COLLEGE OF ARTS MUMBAI		U72900MH2008PTC183277	RATNAM INFOTECH PRIVATE LIMITED	"SHOP NO. 5 GROUND FLOOR, DAMODAR BHUVAN, 33/35 1ST PARSIWADA LANE, MUMBAI Mumbai City MH 400004 IN"	Active	
"sp15,cat_b"	RAVIDYALAYA HIGH SCH MUMBAI		U74990MH2008NPL189067	NATIONAL PAYMENTS CORPORATION OF INDIA	"1001A, B Wing, 10th Floor, The Capital Bandra - Kurla Complex, Bandra (East) Mumbai Mumbai City MH 400051 IN"	Active	
"sp15,cat_b"	RAVINDRA ENERGY LTD		L40104KA1980PLC075720	RAVINDRA ENERGY LIMITED	"BC No. 109, Davidson Road, Camp Belgaum Belgaum KA 590001 IN"	Active	inserted
"sp15,cat_b"	RAVINDRA MEMORIAL PUBL SCH NDH		U74910TN1997PTC039601	RAVINDRA SERVICES PRIVATE LIMITED	"26, Sreyas Virat, III Cross Street R A Puram Chennai Chennai TN 600028 IN"	Active	
"sp15,cat_b"	RAVINDRA PUBLIC SCH NEW DELHI		U74899DL1962PTC003658	RAJENDRA RAVINDRA PRINTERS PRIVATE LIMITED	"7361, RAVINDRA MANSION RAM NAGAR PAHAR GANJ NEW DELHI DL 110055 IN"	Amalgamated	
"sp15,cat_b"	RAWALPINDI SNATANDHARMA SS SCH		U29299GJ2003PTC072165	S.S. WHITE TECHNOLOGIES INDIA PRIVATE LIMITED	"SURVEY NO.2788/3, WADHWAN AHMEDABAD HIGHWAY NEAR KRISHNA PETROL PUMP WADHWAN Surendranagar GJ 363030 IN"	Active	
"sp15,cat_b"	RAYALA WIND POWER COMPANY		U40108TG2010PTC071897	GREENKO RAYALA WIND POWER PRIVATE LIMITED	"PLOT NO. 1366, ROAD NO. 45, JUBILEE HILLS HYDERABAD TG 500033 IN"	Active	
"sp15,cat_b"	RAYAT SHIKSHANSANSTHA S MOD CL		L74899DL1996PLC078481	CL EDUCATE LIMITED	"A-41, Espire Building, Lower Ground Floor, Mohan Co-operative Ind. Area, Main Mathura Road New Delhi South Delhi DL 110044 IN"	Active	
"sp15,cat_b"	RBK SCHOOL THANE		AAB-8854	EL MUNDO TRADING AND SERVICES LLP	"A - 303, Marigold -2, CHS Ltd, Beverly Park, Nr R.B.K. School, Mira -Bhainder Road,Mi ra Road(E) Thane Thane MH 401107 IN"	Active	
"sp15,cat_b"	RECIPHARM PHARMA SERVICES PVT LTD		U24230KA2015PTC084997	RECIPHARM PHARMASERVICES PRIVATE LIMITED	"34th KM, Tumkur Road, (NH 4) Teppada Begur, NelamangalaTaluk, Bangalore Bangalore Rural KA 562123 IN"	Active	inserted
"sp15,cat_b"	RED ROSE SCHOOL LUCKNOW		U74899DL1968PTC004868	RED ROSE ESTATES PRIVATE LIMITED	48 JOR BAGH NEW DELHI DL 110003 IN	Active	
"sp15,cat_b"	RED ROSES PUBLIC SCH NEW DELHI		U72300DL2003PTC119916	ROSE I T SOLUTIONS PRIVATE LIMITED	B- 25 MAYFAIR GARDENS HAUZ KHAS NEW DELHI DL 110016 IN	Active	
"sp15,cat_b"	PRESIDENCY SCHOOL BANGALORE		U70102UP2012PTC049845	PRESIDENCY INFRAHEIGHTS PRIVATE LIMITED	"Unit No. 2201, Second Floor, Tower No. 2, Express Trade Tower- 2, Plot No. 36, Block- B, Sector-132 Noida Gautam Buddha Nagar UP 201301 IN"	Active	
"sp15,cat_b"	REGIONAL ENGG CLG REC TRICHY		U74999UP2016PTC087244	NIT INFOTECH PRIVATE LIMITED	469 KAMLA NAGAR MEERUT Meerut UP 250002 IN	Active	
"sp15,cat_b"	PRESTIGE INS OF MGMT STUDIES		L85110TZ1955PLC015049	TTK PRESTIGE LIMITED	"Plot No.38, SIPCOT Industrial Complex, Hosur TN 635126 IN"	Active	
"sp15,cat_b"	REHAISSENCE PUBL SCH GORAKPHUR		U80212BR2007PTC013022	DELHI PUBLIC SCHOOL PRIVATE LIMITED	H. No. 84 MADHUBANI MADHUBANI BR 847211 IN	Strike Off	
"sp15,cat_b"	REINFORCE RECRUITER PVT LTD		U74900DL2009PTC197360	REINFORCE RECRUITER PRIVATE LIMITED	"FLAT NO.134, 1st FLOOR, SOMDUTT CHAMBER-I 5, BHIKAJI CAMA PLACE NEW DELHI DL 110066 IN"	Active	inserted
"sp15,cat_b"	REL UTILITY ENGINEERS PVT LTD		U74140MH2006PTC162861	RELIANCE UTILITY ENGINEERS PRIVATE LIMITED	"B-206/207, Dynasty Business Park, Andheri Kurla Road, Andheri East Mumbai Mumbai City MH 400059 IN"	Amalgamated	
"sp15,cat_b"	PRIMUS REAL ESTATES PVT LTD		U29230DL2005PTC143339	PRIMUS REAL ESTATES PRIVATE LIMITED	"SF-10, 2nd Floor, Southern Park Plot No. D-2, District Centre, Saket New Delhi South Delhi DL 110017 IN"	Active	inserted
"sp15,cat_b"	RELIANCE COMMUNICATIONS ENTERPRISES PVT LTD		U64200MH2006PTC159355	RELIANCE COMMUNICATIONS ENTERPRISES PRIVATE LIMITED	"H Block 1st fl.,DHIRUBHAI AMBANI KNOWLEDGE CITY) NAVI MUMBAI NAVI MUMBAI MH 400710 IN"	Active	inserted
"sp15,cat_b"	PRIORITY GOLD PVT LTD		U28990MH2011PTC212237	PRIORITY GOLD PRIVATE LIMITED	"Plot No. 121, Street No.15/18 MIDC, Andheri (East) Mumbai MH 400093 IN"	Active	inserted
"sp15,cat_b"	RELIANCE FOUN SCH VASHI MUM		U01100MH1999PLC120563	RELIANCE RETAIL LIMITED	"3rd Floor, Court House, Lokmanya Tilak Marg , Dhobi Talao MUMBAI MH 400002 IN"	Active	
"sp15,cat_b"	PRITI GEMS EXPORTS PVT LTD		U36912MH2010PTC208349	PRITI GEMS EXPORTS PRIVATE LIMITED	"207, 'The Jewel' (Roxy), 2nd Floor, Mama Parmanand Marg, Opera House, Mumbai MH 400004 IN"	Active	inserted
"sp15,cat_b"	RELIANCE FOUNDATION SCH MUMBAI		U85110MH2010NPL207270	RELIANCE FOUNDATION	"9th Floor, Maker Chambers IV 222, Nariman Point Mumbai MH 400021 IN"	Active	inserted
"sp15,cat_b"	PRIVE LUXURY LTD		U52100DL2011PLC220344	PRIVE LUXURY LIMITED	"98, OKHLA INDUSTRIAL ESTATE PHASE-III New Delhi South Delhi DL 110020 IN"	Active	inserted
"sp15,cat_b"	PRIVILEGE POWER AND INFRASTRUCTURE PVT LTD		U65990MH1984PTC033927	PRIVILEGE POWER AND INFRASTRUCTURE PRIVATE LIMITED	"3RD FLOOR, HDIL TOWERS, ANANT KANEKAR MARG,BANDRA (EAST) MUMBAI MH 400051 IN"	Active	
"sp15,cat_b"	PRIYADARSHINI CLG MED CL THIRU		U74999DL2004PTC131313	CLG RETAIL PRIVATE LIMITED	"DPT337, DLF PRIME TOWER OKHLA, NEW DELHI-110020 NEW DELHI South Delhi DL 110020 IN"	Active	
"sp15,cat_b"	PROTO DEVELOPERS AND TECHS		L24233UP1994PLC016444	PROTO DEVELOPERS AND TECHNOLOGIES LIMITED	"127/1/29, W-1 SAKET NAGAR, KANPUR NAGAR KANPUR Kanpur UP 208025 IN"	Active	
"sp15,cat_b"	RELIANCE PAUL SHARK FASHIONS		U74994MH2008PTC180316	RELIANCE PAUL & SHARK FASHIONS PRIVATE LIMITED	"4th Floor, Court House Lokmanya Tilak Marg, Dhobi Talao Mumbai MH 400002 IN"	Active	
"sp15,cat_b"	PROTRANS SUPPLY CHAIN MGMT		U63090PN2011PTC140933	PROTRANS SUPPLY CHAIN MANAGEMENT PRIVATE LIMITED	"Gunawadi, Baramati-Indapur Road Tal Baramati, Baramati Pune MH 413102 IN"	Active	
"sp15,cat_b"	PS IT INFRASTRUCTURE		L72900MH1982PLC027146	PS IT INFRASTRUCTURE & SERVICES LIMITED	"Office No. 308, B2B Agarwal Centre, Near Malad Industrial Estate, Kanchpada,Malad west Mumbai Mumbai City MH 400064 IN"	Active	
"sp15,cat_b"	PSG INST OF MGMTCOIMBATORE		U80903PN1984PTC032945	SERUM INSTITUTE OF INDIA PRIVATE LIMITED	"212/2 OFF SOLI POONAWALLA ROAD, HADAPSAR PUNE Pune MH 411028 IN"	Active	
"sp15,cat_b"	RELIGARE BROKING LTD		U65910DL1986PTC151115	RELIGARE SECURITIES LIMITED	"2nd Floor, Rajlok Building, 24, Nehru Place, New Delhi South Delhi DL 110019 IN"	Amalgamated	
"sp15,cat_b"	PT DIWANCHAND MEMORIAL P SCH		U51909MH1998PTC113154	P T INSTRUMENTS PRIVATE LIMITED	204-D TWIN ARCADEMILITARY ROAD MAROL ANADHERI EAST MUMBAI MH 400059 IN	Active	
"sp15,cat_b"	PUNARVASU HOLDING AND TRADING		U67120MH1993PTC073611	PUNARVASU FINANCIAL SERVICES PRIVATE LIMITED	"Unit No. 72, 7th floor, Kalpataru Square, Kondivita Lane,Off Andheri Kurla Road, Andheri (E) Mumbai Mumbai City MH 400059 IN"	Active	
"sp15,cat_b"	REMAL PUBL SR SEC SCHNEW DELHI		U72200DL2014PTC273432	TELEPERFORMANCE INDIA PRIVATE LIMITED	"220, Vinoba Puri, First Floor Lajpat Nagar-II New Delhi South Delhi DL 110024 IN"	Active	
"sp15,cat_b"	PUNE VIDHYARTHIGRIHA S CLG ENG		U70200PN2000PTC015110	ARYA ENGINEERS AND CONTRACTORS PRIVATE LIMITED	"301, IIIRD FLOOR, S.R. CHAMBERS, S.NO.162/4/5, NAGRAS ROAD, ABOVE JANASEVA BANK, AUNDH PUNE MH 411007 IN"	Active	
"sp15,cat_b"	PUNJAB AGRICULTURAL UNIV LUDHI		U51219CH1966SGC002630	PUNJAB AGRO INDUSTRIES CORPORATION LIMITED	"Plot No. 2A, Sector 28A, Madhyamarg CHANDIGARH Chandigarh Chandigarh CH 000000 IN"	Active	
"sp15,cat_b"	PUNJAB PUBLIC SERV COMMISION		U51101TG1995PTC020044	PUNJAB CROCKERY HOUSE PRIVATE LIMITED	"Flat No. 2, Ground floor, Plot No.58 ""Jyothi Dwelling"", HUDA Enclave, Jubilee Hills Hyderabad Hyderabad TG 500033 IN"	Active	
"sp15,cat_b"	PUNJAB UNIVERSITY CHANDIGARH		U72900PB2009PTC032528	UNI-COM INDIA PRIVATE LIMITED	"SCO-4 ,1st Floor,Puda Complex, Near Dainik Bhaskar office Lado wali Road Jalandhar Jalandhar PB 144001 IN"	Active	
"sp15,cat_b"	PURANDARE ENGLISH SCH MUMBAI		L80301MH2011PLC219291	GLOBAL EDUCATION LIMITED	"Office No112, 1st Floor of Building Panchratna CHSL,M. P.Marg Opera House Girgaon Mumbai Mumbai City MH 400004 IN"	Active	
"sp15,cat_b"	PURUSHOTTAM HIGH SCH MUMBAI		U74999WB1946PTC014302	PURSHOTAM CO PVT LTD	8 LYONS RANGE KOLKATA WB 000000 IN	Active	
"sp15,cat_b"	RGAM INVESTMENT ADVISERS		U67120DL2004PTC311174	RGAM INVESTMENT ADVISERS PRIVATE LIMITED	"2nd Floor, Rajlok Building 24, Nehru Place New Delhi New Delhi DL 110019 IN"	Amalgamated	
"sp15,cat_b"	PUSHP STEELS AND MINING		U27202DL2004PTC126717	PUSHP STEELS AND MINING PRIVATE LIMITED	"751,GROUND FLOOR,KUNDENWALAN STREET, AJMERI GATE, DELHI-110006 DL 000000 IN"	Active	
"sp15,cat_b"	QRG CENTRAL HOSP RESEARCH CEN		U85110DL2007PLC171834	QRG CENTRAL HOSPITAL & RESEARCH CENTRE LIMITED	"904, 9th Floor, Surya Kiran Building, K G Marg, Connaught Place, New Delhi Central Delhi DL 110001 IN"	Active	
"sp15,cat_b"	RICHA INTERNATIONAL EXPORTS		U51909DL2005PTC138333	RICHA INTERNATIONAL EXPORTS PRIVATE LIMITED	"B-34 MAYAPURI INDUSTRIAL AREA, PHASE - 1 NEW DELHI South West Delhi DL 110064 IN"	Active	
"sp15,cat_b"	RICO ALU AND FER AU COMPONENTS		U29300MH1995PTC086244	RICO APPLIANCES PRIVATE LIMITED	95/205 DS P ROAD DADAR MUMBAI MH 400014 IN	Active	
"sp15,cat_b"	RIKHAV SECURITIES LTD		U99999MH1995PLC086635	RIKHAV SECURITIES LIMITED	"OFFICE NO.922-A, 9TH FLOOR, P.J.TOWER, DALAL STREET, MUMBAI MUMBAI Mumbai City MH 400001 IN"	Active	
"sp15,cat_b"	QUEEN MARY HIGH SCHOOL MUMBAI		U74900MH2014PTC256646	MADISH STYLE BAR PRIVATE LIMITED	"B-401,JAHNVI CHS LTD.,OFF MARVE ROAD NEAR ST JUDE'S SCHOOL,MALAD WEST MUMBAI Mumbai City MH 400064 IN"	Active	
"sp15,cat_b"	QUEEN MARY SCHOOL NEW DELHI		U55101DL2010PTC205722	QUEEN MARYS LIFESTYLE PRIVATE LIMITED	"G-12, G BLOCK MARKET, HAUZ KHAS NEW DELHI South Delhi DL 110016 IN"	Strike Off	
"sp15,cat_b"	QUEENS COLLEGE INDORE		U72900MP2018PTC045522	GRANTH TECHNOSOFT PRIVATE LIMITED	"77 Sarthak Residency, Khandwa Road, Behind Queens College, Limbodi INDORE Indore MP 452001 IN"	Active	
"sp15,cat_b"	RIRONSI COUTURE LLP		AAB-8635	RIRONSI COUTURE LLP	"M/S KOHINOOR CLOTH STORES, SR.NO. 3574, M.G. ROAD AHMEDNAGAR Ahmednagar MH 414001 IN"	Active	
"sp15,cat_b"	QUIPPO OIL AND GAS INFRA		U11120WB2005PLC218282	QUIPPO OIL AND GAS INFRASTRUCTURE LIMITED	"VISHWAKARMA, 86C TOPSIA ROAD (S) KOLKATA Kolkata WB 700046 IN"	Active	
"sp15,cat_b"	R D NATIONAL COLLEGE MUMBAI		AAL-3949	BANDRA FURNITURE STORE LLP	"3rd Floor, New Hindustan CHS, TPS III, 270/8, Next to National College, Linking Road, Bandra W Mumbai Mumbai City MH 400050 IN"	Active	
"sp15,cat_b"	RMZ INFOTECH PVT LTD		U01119KA2003PTC041807	RMZ INFOTECH PRIVATE LIMITED	"'The Millenia', Tower - B, Level 2, 12-14, No.1&2, Murphy Road, Ulsoor, Bangalore KA 560008 IN"	Active	
"sp15,cat_b"	R R INNOVATIVE PVT LTD		U24233MH2012PTC229370	R.R.INNOVATIVE PRIVATE LIMITED	"B-10, KANMOOR HOUSE, 281/283, NARSI NATHA STREET MUMBAI MH 400009 IN"	Active	
"sp15,cat_b"	R R INSTITUTE OF COMP TECH LUC		U31909GJ2005PLC047360	COMP-TECH EQUIPMENTS LIMITED	"6, KETAN INDUSTRIAL ESTATE,B/H VIJAY MILLS ANIL STARCH ROAD, AHMEDABAD 382345 ROAD, AHMEDABAD 382345 GJ 000000 IN"	Active	
"sp15,cat_b"	ROHINI PUBLIC SCH NEW DELHI		U74999DL2017NPL319969	ROHINI OLD AGE FOUNDATION	G - 4 / 191 SECTOR - 16 ROHINI NEW DELHI North West DL 110089 IN	Active	
"sp15,cat_b"	R V COL OF COMM MNGMT BNGLR		U74900KA2015PTC084324	MAHIK MANAGEMENT SERVICES PRIVATE LIMITED	"No.112, 2nd floor, R.V.Road, V.V.Puram Bangalore Bangalore Rural KA 560004 IN"	Active	
"sp15,cat_b"	R V COLLEGE BANGALORE		U09000KA2004PTC033879	KARNATAKA WASTE MANAGEMENT PRIVATE LIMITED	"NO.57/6, PATNAGERA ROADOLD MYSORE ROAD R.V.ENGINEER ING COLLEGE, BANGALORE-59 BANGALORE KA 560059 IN"	Strike Off	
"sp15,cat_b"	RABEA GIRLS PUBL SCH NEW DELHI		U80100TG1997NPL036631	INDIAN SCHOOL OF BUSINESS	Gachibowli Hyderabad TG 500032 IN	Active	
"sp15,cat_b"	ROSARY HIGH SCH TRUST MUMBAI		U80904DL2008NPL181771	INTERNATIONAL FOUNDATION FOR RESEARCH AND EDUCATION	"FARM HOUSE 2,GREEN AVENUE LANE D - 3, VASANT KUNJ NEW DELHI New Delhi DL 110070 IN"	Active	
"sp15,cat_b"	RAC IT SOLUTIONS PVT LTD		U72900MH2008PTC180932	RAC IT SOLUTIONS PRIVATE LIMITED	"408/409, 4TH FLOOR, PARLE SQUARE, MONGHIBAI ROAD, TPS I, ABOVE BIG BAZZAR MALL, VILE PARLE (EAST), MUMBAI Mumbai City MH 400057 IN"	Active	
"sp15,cat_b"	ROSARY HIGH SCH TRUST PUNE		U74999PN2017PTC173526	TALENSETU SERVICES PRIVATE LIMITED	"Office No.21-21/A to 24/24A, Kunal Plaza Near Chinchwad Railway Station,Chinchwad Pune Pune MH 411019 IN"	Active	
"sp15,cat_b"	RACHANA HIGH SCHNASHIK NASHIK		U45203GJ2001PLC039725	RACHANA INFRASTRUCTURE LIMITED	"404, 4TH FLOOR, ANGEL COMPLEX, NR. INCOME TAX RAILWAY CROSSING, NR. OASSIS HOTEL, NAVRANGPURA AHMEDABAD GJ 380009 IN"	Active	
"sp15,cat_b"	ROSARY HIGH SCH TRUST VADODARA		L25200GJ1973PLC002436	INEOS STYROLUTION INDIA LIMITED	"5th Floor, Ohm House - II, Ohm Business Park, Subhanpura Vadodara GJ 390023 IN"	Active	
"sp15,cat_b"	RACHANA SCHOOL AHMEDABAD		AAD-6230	RACHNA ACADEMY OF CAREER EDUCATION LLP	"1/1220 RACHNA BLDG, OPP. MARWADI STREET NANPURA SURAT Surat GJ 395001 IN"	Active	
"sp15,cat_b"	ROSARY HIGH SCHOOL MUMBAI		U80301PN2013PTC148943	ROSARY GLOBAL EDUCATION PRIVATE LIMITED	"S.NO.14/3,WELLESLY ROAD,PUNE PUNE Pune MH 411001 IN"	Active	
"sp15,cat_b"	RACHNA HIGH SCHOOL AHMEDABAD		U29100GJ2010PTC060178	RACHNA AIR COMPONENTS PRIVATE LIMITED	"13, SUMATINATH COMPLEX, OPP KOTHAWALA FLATS, PRITAMNAGAR, ELLISBRIDGE, AHMEDABAD GJ 380006 IN"	Active	
"sp15,cat_b"	ROSE BUD SCHOOL PATNA		U70102BR2016PTC025836	PATNA GREEN HOUSING PRIVATE LIMITED	"TRIVEDI BHAVAN, 1ST FLOOR, OPP. A.N. COLLEGE, WESTERN GATE, BESIDE PETROL PUMP, BORING ROAD PATNA Patna BR 800013 IN"	Active	
"sp15,cat_b"	ROSE ENGLISH HIGH SCH MUMBAI		U72200MH2016PTC273556	NASKRAFT IT SOLUTIONS PRIVATE LIMITED	"P NO 428, F SECTOR, N-1, CIDCO NEAR ROSE BIRD ENGLISH SCHOOL AURANGABAD MH 431001 IN"	Active	
"sp15,cat_b"	ROSE MANON GARDEN SCH MUMBAI		U72900MH2009PTC300013	SAPIENT CONSULTING PRIVATE LIMITED	"17th FLOOR, URMI ESTATE, TOWER A, 95, GANPATRAO KADAM MARG, LOWER PAREL (WEST) MUMBAI Mumbai City MH 400013 IN"	Active	
"sp15,cat_b"	ROSEWOOD SCHOOL NEW DELHI		U80903DL2012PTC238175	MOTHERS PRIDE EDUCATION INSTITUTION PRIVATE LIMITED	"11/77, WEST PUNJABI BAGH, NEW DELHI West Delhi DL 110026 IN"	Active	
"sp15,cat_b"	ROTARY PUBLIC SCHOOL GURGAON		U74999HR2012PTC045216	GREEN ARCHERS PRIVATE LIMITED	"455, SECTOR-22A GURGAON HR 122001 IN"	Active	
"sp15,cat_b"	RAGHUBIR SINGH JUN MOD SCH NDH		U51395WB2005PTC102644	RAIPUR ELECTRONICS PRIVATE LIMITED	6 ASHUTOSH MUKHERJEE RD KOLKATA WB 700020 IN	Active	
"sp15,cat_b"	ROYAL REFINERY PVT LTD		U74120MH2012PTC228597	ROYAL REFINERY PRIVATE LIMITED	"3-E, Trishla Premises Co-op Soc., Ltd. 3rd Floor, 122 Sheikh Menon Street, Mumbai Mumbai City MH 400002 IN"	Active	
"sp15,cat_b"	ROYAL SUNDARAM GNRL INSR CO L		U67200TN2000PLC045611	ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED	"NO.21, PATULLOS ROAD, CHENNAI TN 600002 IN"	Active	
"sp15,cat_b"	RAI KEDAR NATH L M GSS SCH NDH		U74999MH2017PTC299566	NOVADHRUVA CAPITAL PRIVATE LIMITED	"902, ONE INDIABULLS CENTER, 9TH FLOOR, TOWER 2A, 841, SENAPATI BAPAT MARG, ELPHINSTONE ROAD, MUMBAI Mumbai City MH 400013 IN"	Active	
"sp15,cat_b"	RP SHAHCHAUHAN ART KD SHAH COM		U85110GJ2001PTC039962	CIMS HOSPITAL PRIVATE LIMITED	"PLOT NO.67/1, OPP. PANCHAMRUT BUNGLOWS NR. SHUKAN MALL, OFF SCIENCE CITY ROAD, SOLA AHMEDABAD GJ 380060 IN"	Active	
"sp15,cat_b"	RAI SAHEBREKHCHAN MOHO SPG WVG		U17111TZ1945PTC000146	PREMIER SPG AND WVG MILLS PRIVATE LIMITED	No.1 NAVA INDIA ROAD COIMBATORE TN 641028 IN	Active	
"sp15,cat_b"	RAI SCHOOL RAI		U31101DL1997PTC087788	RAI INDUSTRIAL POWER PRIVATE LIMITED	"302-303, F-14, Middle Circle, Competent House, Connaught Place New Delhi DL 110001 IN"	Active	
"sp15,cat_b"	RPG POWER TRADING COMPANY LTD		U40102WB2008PLC124401	RPG POWER TRADING COMPANY LIMITED	"6, Church Lane, 1st Floor, Kolkata WB 700001 IN"	Active	
"sp15,cat_b"	RAIGANJ DALKHOLA HIGHWAYS LTD		U45400MH2010PLC200734	RAIGANJ-DALKHOLA HIGHWAYS LIMITED	"Hincon House, Lal Bahadur Shastri Marg, Vikhroli West, Mumbai Mumbai City MH 400083 IN"	Active	
"sp15,cat_b"	RAIN CHANNAMMA UNIVBELAGAVI		L26942TG1974PLC001693	RAIN INDUSTRIES LIMITED	"RAIN CENTER, 34, SRINAGAR COLONY, HYDERABAD TG 500073 IN"	Active	
"sp15,cat_b"	RAJASTHAN HINDI HIGH SCH AHM		U93090GJ2018PTC102346	FINTECH GLOBAL CENTER PRIVATE LIMITED	"77, Sahjanand Shopping Centre Opp. Rajasthan School, Shahibag AHMEDABAD Ahmedabad GJ 380004 IN"	Active	
"sp15,cat_b"	RAJASTHAN STATE GANGANGR SUGAR		U15421RJ1945SGC000285	RAJASTHAN STATE GANGANAGAR SUGAR MILLS LTD	"4TH FLOOR NEHRU SAHKAR BHAWAN,BHAWANI SINGH ROAD, JAIPUR. C RJ 000000 IN"	Active	
"sp15,cat_b"	RAJKIYA GROUP OF SCHSNEW DELHI		U51503DL1986PTC023886	AMBIENCE PRIVATE LIMITED	"L-4, GREEN PARK EXTENSION, NEW DELHI DL 110016 IN"	Active	
"sp15,cat_b"	RAM CHANDRA HIGH SCH KOLKATA		U74999HR2015PTC056775	RAM IAS COACHING PRIVATE LIMITED	"M-12 Second Floor, Sector-14,Old DLF Colony Near State Bank Gurgaon Gurgaon HR 122002 IN"	Active	
"sp15,cat_b"	RAM LAL ANAND COL NEW DELHI		L63040DL1981PLC011941	INTERNATIONAL TRAVEL HOUSE LIMITED	TRAVEL HOUSE T-2 COMMUNITY CENTRE SHEIKH SARAI PHASE-I NEW DELHI DL 110017 IN	Active	
"sp15,cat_b"	RAM MOHAN MISSION HIGH SCH KOL		U74999WB1950PTC019260	A N JOHN PVT LTD	12/H PARK STREET KOLKATA WB 700071 IN	Active	
"sp15,cat_b"	RAMACHANDRA MEDICAL COLCHENNAI		L24231TN1958PLC003647	TTK HEALTHCARE LIMITED	"No.6, CATHEDRAL ROAD, CHENNAI TN 600086 IN"	Active	
"sp15,cat_b"	RAMAGYA SCH GAUTAM BUDH NAGAR		U74999UP2018PTC103120	TECHGROPSE PRIVATE LIMITED	"E-112, 2ND FLOOR SECTOR 6 NOIDA Gautam Buddha Nagar UP 201301 IN"	Active	
"sp15,cat_b"	RAMEESH INST OF EDUCATIONNOIDA		U80904DL2017PTC314307	REVATAA EDUCATION PRIVATE LIMITED	"299, 3rd FLOOR, SATYA NIKETAN, NEW DELHI DELHI South Delhi DL 110021 IN"	Active	
"sp15,cat_b"	RAMJAS PUBLIC SCH NEW DELHI		U74999DL1983PLC016272	JUPITER SERVICES LTD	"Barrack No.21,Uppar Anand Parvat, Near-Ramjas Public School(junior Wing),Rohtak Road NEW DELHI DL 110005 IN"	Converted to LLP	
"sp16,cat_b"	S K R SR SEC PUBL SCHNEW DELHI		U15119DL2016PTC304253	SR OIL INDUSTRIES PRIVATE LIMITED	"H.NO. CB-245, FIRST FLOOR RING ROAD NARAINA DELHI South West Delhi DL 110028 IN"	Active	
"sp16,cat_b"	S L AND S S GIRLS HIGH SCH MUM		U70109HR2010PTC048739	SS GROUP PRIVATE LIMITED	"SS HOUSE PLOT NO-77, SECTOR-44 GURGAON Gurgaon HR 122003 IN"	Active	
"sp16,cat_b"	SCORPIOS BEVERAGES PVT LTD		U15549MH2006PTC274885	SCORPIOS BEVERAGES PRIVATE LIMITED	"1201, Indiabulls Finance Center, 12th floor Tower - 1, Senapati Bapat Road, Elphinstone(West) Mumbai Mumbai City MH 400013 IN"	Active	
"sp16,cat_b"	S M JOSHI SCHOOL PUNE		AAI-0949	SM JOSHI HEALTHCARE LLP	20 KEDARNATH SOCIETY NR RAMPARK SOCIETY MODASA MALPUR ROAD MODASAMODASA SABARKAN THA Gujarat Sabar Kantha GJ 383315 IN	Active	
"sp16,cat_b"	SDE ENERGY AND INFRA HOLDINGS		U40107DL2010PTC200802	SDE ENERGY AND INFRASTRUCTURE HOLDINGS PRIVATE LIMITED	"501, TOWER NO 8 COMMON WEALTH GAMES VILLAGE MAYUR VIHAR NEW DELHI East Delhi DL 110092 IN"	Active	
